BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR,TRADINGSESSION,VOLUME,TRADE_SESSION_DATE,RECALC_DATE,INSTRUMENT
SNDX,IMOEX,2021-03-24,Индекс МосБиржи,Индекс МосБиржи,3485.33,3459.99,3489.96,3445.92,86726397994.35,0.0,0.0,2.0,17696173938661.332,RUB,5077336065.2682,3,,2021-03-24,,IMOEX
SNDX,IMOEX,2021-03-25,Индекс МосБиржи,Индекс МосБиржи,3439.3,3477.87,3479.83,3434.84,69362284154.25,0.0,0.0,2.0,17462477498485.127,RUB,5077336065.2682,3,,2021-03-25,,IMOEX
SNDX,IMOEX,2021-03-26,Индекс МосБиржи,Индекс МосБиржи,3489.83,3476.01,3500.74,3476.01,80526485029.85,0.0,0.0,2.0,17719029824349.508,RUB,5077336065.2682,3,,2021-03-26,,IMOEX
SNDX,IMOEX,2021-03-29,Индекс МосБиржи,Индекс МосБиржи,3529.33,3500.41,3535.21,3498.62,90437290875.35,0.0,0.0,2.0,17919596654460.977,RUB,5077336065.2682,3,,2021-03-29,,IMOEX
SNDX,IMOEX,2021-03-30,Индекс МосБиржи,Индекс МосБиржи,3525.23,3535.72,3549.09,3504.06,76071719412.7,0.0,0.0,2.0,17898754895525.875,RUB,5077336065.2682,3,,2021-03-30,,IMOEX
SNDX,IMOEX,2021-03-31,Индекс МосБиржи,Индекс МосБиржи,3541.72,3525.56,3542.0,3510.4,98893740149.35,0.0,0.0,2.0,17982497097157.43,RUB,5077336065.2682,3,,2021-03-31,,IMOEX
SNDX,IMOEX,2021-04-01,Индекс МосБиржи,Индекс МосБиржи,3527.54,3556.28,3576.79,3526.22,96167061815.7,0.0,0.0,2.0,17910529248611.28,RUB,5077336065.2682,3,,2021-04-01,,IMOEX
SNDX,IMOEX,2021-04-02,Индекс МосБиржи,Индекс МосБиржи,3558.22,3553.89,3564.31,3538.01,32823073971.3,0.0,0.0,2.0,18066291699571.94,RUB,5077336065.2682,3,,2021-04-02,,IMOEX
SNDX,IMOEX,2021-04-05,Индекс МосБиржи,Индекс МосБиржи,3524.93,3555.24,3555.83,3516.22,52488757289.4,0.0,0.0,2.0,17897259188835.477,RUB,5077336065.2682,3,,2021-04-05,,IMOEX
SNDX,IMOEX,2021-04-06,Индекс МосБиржи,Индекс МосБиржи,3493.89,3536.26,3541.04,3484.84,90207249181.4,0.0,0.0,2.0,17739658737350.004,RUB,5077336065.2682,3,,2021-04-06,,IMOEX
SNDX,IMOEX,2021-04-07,Индекс МосБиржи,Индекс МосБиржи,3500.34,3484.22,3518.13,3460.39,94499331330.45,0.0,0.0,2.0,17772411032061.598,RUB,5077336065.2682,3,,2021-04-07,,IMOEX
