BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR,TRADINGSESSION,VOLUME,TRADE_SESSION_DATE,RECALC_DATE,INSTRUMENT
SNDX,IMOEX,2022-11-22,Индекс МосБиржи,Индекс МосБиржи,2196.04,2179.76,2200.06,2169.62,21690712689.0,0.0,0.0,2.0,10826798314369.484,RUB,4930146741.2141,3,,2022-11-22,,IMOEX
SNDX,IMOEX,2022-11-23,Индекс МосБиржи,Индекс МосБиржи,2211.89,2196.24,2217.4,2180.64,32870895270.55,0.0,0.0,2.0,10904938208483.479,RUB,4930146741.2141,3,,2022-11-23,,IMOEX
SNDX,IMOEX,2022-11-24,Индекс МосБиржи,Индекс МосБиржи,2210.95,2214.14,2225.92,2206.12,20472685548.4,0.0,0.0,2.0,10900328982456.467,RUB,4930146741.2141,3,,2022-11-24,,IMOEX
SNDX,IMOEX,2022-11-25,Индекс МосБиржи,Индекс МосБиржи,2195.17,2209.31,2211.1,2190.67,18973705982.5,0.0,0.0,2.0,10822487848264.168,RUB,4930146741.2141,3,,2022-11-25,,IMOEX
SNDX,IMOEX,2022-11-28,Индекс МосБиржи,Индекс МосБиржи,2177.45,2180.32,2182.16,2163.44,25255954654.45,0.0,0.0,2.0,10735141131396.525,RUB,4930146741.2141,3,,2022-11-28,,IMOEX
SNDX,IMOEX,2022-11-29,Индекс МосБиржи,Индекс МосБиржи,2185.32,2180.65,2191.44,2178.34,21033978164.9,0.0,0.0,2.0,10773967606908.13,RUB,4930146741.2141,3,,2022-11-29,,IMOEX
SNDX,IMOEX,2022-11-30,Индекс МосБиржи,Индекс МосБиржи,2174.53,2184.27,2184.27,2172.67,15628414954.25,0.0,0.0,2.0,10720729715996.59,RUB,4930146741.2141,3,,2022-11-30,,IMOEX
SNDX,IMOEX,2022-12-01,Индекс МосБиржи,Индекс МосБиржи,2187.29,2189.65,2193.41,2183.57,20487790535.0,0.0,0.0,2.0,10783667912066.855,RUB,4930146741.2141,3,,2022-12-01,,IMOEX
SNDX,IMOEX,2022-12-02,Индекс МосБиржи,Индекс МосБиржи,2180.44,2189.19,2189.35,2173.48,22206009036.85,0.0,0.0,2.0,10749902037240.51,RUB,4930146741.2141,3,,2022-12-02,,IMOEX
SNDX,IMOEX,2022-12-05,Индекс МосБиржи,Индекс МосБиржи,2208.28,2179.79,2210.7,2174.17,36556414504.95,0.0,0.0,2.0,10887128383855.426,RUB,4930146741.2141,3,,2022-12-05,,IMOEX
SNDX,IMOEX,2022-12-06,Индекс МосБиржи,Индекс МосБиржи,2196.24,2204.51,2208.36,2184.65,22011415280.2,0.0,0.0,2.0,10827761346091.404,RUB,4930146741.2141,3,,2022-12-06,,IMOEX
SNDX,IMOEX,2022-12-07,Индекс МосБиржи,Индекс МосБиржи,2192.88,2185.01,2193.71,2166.77,27417051222.95,0.0,0.0,2.0,10811206606360.305,RUB,4930146741.2141,3,,2022-12-07,,IMOEX
SNDX,IMOEX,2022-12-08,Индекс МосБиржи,Индекс МосБиржи,2184.43,2196.17,2197.77,2174.57,22523116709.55,0.0,0.0,2.0,10769567540232.857,RUB,4930146741.2141,3,,2022-12-08,,IMOEX
SNDX,IMOEX,2022-12-09,Индекс МосБиржи,Индекс МосБиржи,2177.85,2178.93,2183.97,2169.04,16733074100.55,0.0,0.0,2.0,10737129730289.223,RUB,4930146741.2141,3,,2022-12-09,,IMOEX
SNDX,IMOEX,2022-12-12,Индекс МосБиржи,Индекс МосБиржи,2173.16,2178.33,2185.49,2163.33,19308247875.05,0.0,0.0,2.0,10713977284682.082,RUB,4930146741.2141,3,,2022-12-12,,IMOEX
SNDX,IMOEX,2022-12-13,Индекс МосБиржи,Индекс МосБиржи,2174.38,2175.29,2177.95,2154.52,24793682504.95,0.0,0.0,2.0,10720024225414.434,RUB,4930146741.2141,3,,2022-12-13,,IMOEX
SNDX,IMOEX,2022-12-14,Индекс МосБиржи,Индекс МосБиржи,2159.81,2171.12,2171.31,2154.65,20963085762.75,0.0,0.0,2.0,10648190103411.47,RUB,4930146741.2141,3,,2022-12-14,,IMOEX
SNDX,IMOEX,2022-12-15,Индекс МосБиржи,Индекс МосБиржи,2126.8,2151.69,2151.69,2115.21,30466746003.55,0.0,0.0,2.0,10485422934974.064,RUB,4930146741.2141,3,,2022-12-15,,IMOEX
SNDX,IMOEX,2022-12-16,Индекс МосБиржи,Индекс МосБиржи,2132.75,2118.43,2135.79,2116.08,19713454690.15,0.0,0.0,2.0,10392622956492.56,RUB,4872878799.5272,3,,2022-12-16,,IMOEX
SNDX,IMOEX,2022-12-19,Индекс МосБиржи,Индекс МосБиржи,2129.98,2131.33,2139.07,2109.56,30518978665.2,0.0,0.0,2.0,10379137903600.266,RUB,4872878799.5272,3,,2022-12-19,,IMOEX
SNDX,IMOEX,2022-12-20,Индекс МосБиржи,Индекс МосБиржи,2119.37,2071.1,2119.37,2070.58,34192361634.1,0.0,0.0,2.0,10327435125487.426,RUB,4872878799.5272,3,,2022-12-20,,IMOEX
SNDX,IMOEX,2022-12-21,Индекс МосБиржи,Индекс МосБиржи,2116.13,2135.41,2139.49,2102.24,30181774160.05,0.0,0.0,2.0,10311637566810.248,RUB,4872878799.5272,3,,2022-12-21,,IMOEX
SNDX,IMOEX,2022-12-22,Индекс МосБиржи,Индекс МосБиржи,2122.91,2124.37,2134.48,2114.91,22386857843.15,0.0,0.0,2.0,10344685411592.67,RUB,4872878799.5272,3,,2022-12-22,,IMOEX
SNDX,IMOEX,2022-12-23,Индекс МосБиржи,Индекс МосБиржи,2124.02,2121.99,2128.27,2110.59,17531982626.35,0.0,0.0,2.0,10350082657423.377,RUB,4872878799.5272,3,,2022-12-23,,IMOEX
SNDX,IMOEX,2022-12-26,Индекс МосБиржи,Индекс МосБиржи,2139.21,2126.4,2139.78,2126.4,21299933246.1,0.0,0.0,2.0,10424089206626.158,RUB,4872878799.5272,3,,2022-12-26,,IMOEX
SNDX,IMOEX,2022-12-27,Индекс МосБиржи,Индекс МосБиржи,2150.92,2142.08,2154.35,2138.11,21591490276.15,0.0,0.0,2.0,10481169442628.35,RUB,4872878799.5272,3,,2022-12-27,,IMOEX
SNDX,IMOEX,2022-12-28,Индекс МосБиржи,Индекс МосБиржи,2139.77,2150.12,2152.47,2136.68,18811163578.05,0.0,0.0,2.0,10426825462941.941,RUB,4872878799.5272,3,,2022-12-28,,IMOEX
SNDX,IMOEX,2022-12-29,Индекс МосБиржи,Индекс МосБиржи,2147.06,2135.91,2149.94,2134.48,15793852418.55,0.0,0.0,2.0,10462372983907.627,RUB,4872878799.5272,3,,2022-12-29,,IMOEX
SNDX,IMOEX,2022-12-30,Индекс МосБиржи,Индекс МосБиржи,2154.12,2149.83,2154.47,2139.79,16664943291.65,0.0,0.0,2.0,10496755616515.164,RUB,4872878799.5272,3,,2022-12-30,,IMOEX
SNDX,IMOEX,2023-01-03,Индекс МосБиржи,Индекс МосБиржи,2172.68,2157.18,2174.23,2157.18,12690309378.95,0.0,0.0,2.0,10587205427528.945,RUB,4872878799.5272,3,,2023-01-03,,IMOEX
SNDX,IMOEX,2023-01-04,Индекс МосБиржи,Индекс МосБиржи,2168.42,2171.54,2179.56,2162.06,11510044721.05,0.0,0.0,2.0,10566458572232.715,RUB,4872878799.5272,3,,2023-01-04,,IMOEX
SNDX,IMOEX,2023-01-05,Индекс МосБиржи,Индекс МосБиржи,2156.67,2170.4,2171.94,2154.16,9783315405.0,0.0,0.0,2.0,10509198790874.674,RUB,4872878799.5272,3,,2023-01-05,,IMOEX
SNDX,IMOEX,2023-01-06,Индекс МосБиржи,Индекс МосБиржи,2156.39,2157.32,2160.08,2153.32,7622557637.8,0.0,0.0,2.0,10507820085549.648,RUB,4872878799.5272,3,,2023-01-06,,IMOEX
SNDX,IMOEX,2023-01-09,Индекс МосБиржи,Индекс МосБиржи,2163.5,2163.43,2169.71,2162.01,18179113212.1,0.0,0.0,2.0,10542458891228.162,RUB,4872878799.5272,3,,2023-01-09,,IMOEX
SNDX,IMOEX,2023-01-10,Индекс МосБиржи,Индекс МосБиржи,2159.51,2162.7,2162.92,2145.14,14600174654.45,0.0,0.0,2.0,10523040550266.934,RUB,4872878799.5272,3,,2023-01-10,,IMOEX
SNDX,IMOEX,2023-01-11,Индекс МосБиржи,Индекс МосБиржи,2186.98,2156.28,2190.4,2153.55,35257346290.55,0.0,0.0,2.0,10656881539701.537,RUB,4872878799.5272,3,,2023-01-11,,IMOEX
SNDX,IMOEX,2023-01-12,Индекс МосБиржи,Индекс МосБиржи,2185.93,2193.53,2194.8,2177.36,21456804414.0,0.0,0.0,2.0,10651792146929.168,RUB,4872878799.5272,3,,2023-01-12,,IMOEX
SNDX,IMOEX,2023-01-13,Индекс МосБиржи,Индекс МосБиржи,2199.94,2188.6,2204.18,2179.82,27688238742.05,0.0,0.0,2.0,10720048216694.314,RUB,4872878799.5272,3,,2023-01-13,,IMOEX
SNDX,IMOEX,2023-01-16,Индекс МосБиржи,Индекс МосБиржи,2224.9,2204.64,2224.9,2204.46,27333518945.0,0.0,0.0,2.0,10841688614949.182,RUB,4872878799.5272,3,,2023-01-16,,IMOEX
SNDX,IMOEX,2023-01-17,Индекс МосБиржи,Индекс МосБиржи,2196.84,2225.26,2226.49,2196.84,31460321183.45,0.0,0.0,2.0,10704919197227.865,RUB,4872878799.5272,3,,2023-01-17,,IMOEX
SNDX,IMOEX,2023-01-18,Индекс МосБиржи,Индекс МосБиржи,2196.26,2188.9,2206.66,2177.65,24434857167.75,0.0,0.0,2.0,10702112236966.963,RUB,4872878799.5272,3,,2023-01-18,,IMOEX
SNDX,IMOEX,2023-01-19,Индекс МосБиржи,Индекс МосБиржи,2168.83,2190.02,2193.93,2162.11,25621313385.4,0.0,0.0,2.0,10568454598232.611,RUB,4872878799.5272,3,,2023-01-19,,IMOEX
SNDX,IMOEX,2023-01-20,Индекс МосБиржи,Индекс МосБиржи,2166.69,2167.61,2173.71,2154.37,18882607247.05,0.0,0.0,2.0,10558003980397.912,RUB,4872878799.5272,3,,2023-01-20,,IMOEX
SNDX,IMOEX,2023-01-23,Индекс МосБиржи,Индекс МосБиржи,2185.31,2167.92,2186.85,2164.89,23076679749.25,0.0,0.0,2.0,10648761962650.852,RUB,4872878799.5272,3,,2023-01-23,,IMOEX
SNDX,IMOEX,2023-01-24,Индекс МосБиржи,Индекс МосБиржи,2172.75,2191.64,2199.29,2172.75,29120905166.5,0.0,0.0,2.0,10587537392249.762,RUB,4872878799.5272,3,,2023-01-24,,IMOEX
SNDX,IMOEX,2023-01-25,Индекс МосБиржи,Индекс МосБиржи,2170.15,2168.48,2176.61,2160.76,22637391195.2,0.0,0.0,2.0,10574883604203.674,RUB,4872878799.5272,3,,2023-01-25,,IMOEX
SNDX,IMOEX,2023-01-26,Индекс МосБиржи,Индекс МосБиржи,2166.92,2181.96,2183.77,2166.92,22684239621.05,0.0,0.0,2.0,10559136812615.068,RUB,4872878799.5272,3,,2023-01-26,,IMOEX
SNDX,IMOEX,2023-01-27,Индекс МосБиржи,Индекс МосБиржи,2189.35,2174.85,2189.35,2167.33,22277273691.3,0.0,0.0,2.0,10668453907299.012,RUB,4872878799.5272,3,,2023-01-27,,IMOEX
SNDX,IMOEX,2023-01-30,Индекс МосБиржи,Индекс МосБиржи,2204.41,2193.99,2204.41,2189.12,25349957927.0,0.0,0.0,2.0,10741822664446.68,RUB,4872878799.5272,3,,2023-01-30,,IMOEX
SNDX,IMOEX,2023-01-31,Индекс МосБиржи,Индекс МосБиржи,2225.6,2203.57,2225.6,2202.76,33469998785.2,0.0,0.0,2.0,10845064559372.21,RUB,4872878799.5272,3,,2023-01-31,,IMOEX
SNDX,IMOEX,2023-02-01,Индекс МосБиржи,Индекс МосБиржи,2230.15,2232.02,2247.12,2224.95,39359470583.55,0.0,0.0,2.0,10867245250404.992,RUB,4872878799.5272,3,,2023-02-01,,IMOEX
SNDX,IMOEX,2023-02-02,Индекс МосБиржи,Индекс МосБиржи,2243.54,2243.04,2249.56,2228.56,32836232460.1,0.0,0.0,2.0,10932507528731.123,RUB,4872878799.5272,3,,2023-02-02,,IMOEX
SNDX,IMOEX,2023-02-03,Индекс МосБиржи,Индекс МосБиржи,2248.3,2239.1,2253.7,2216.63,43326732161.75,0.0,0.0,2.0,10955673295177.654,RUB,4872878799.5272,3,,2023-02-03,,IMOEX
SNDX,IMOEX,2023-02-06,Индекс МосБиржи,Индекс МосБиржи,2272.37,2245.93,2276.5,2243.77,41978396753.15,0.0,0.0,2.0,11072983584286.545,RUB,4872878799.5272,3,,2023-02-06,,IMOEX
SNDX,IMOEX,2023-02-07,Индекс МосБиржи,Индекс МосБиржи,2267.69,2281.69,2290.51,2262.3,41070831270.9,0.0,0.0,2.0,11050187894740.611,RUB,4872878799.5272,3,,2023-02-07,,IMOEX
SNDX,IMOEX,2023-02-08,Индекс МосБиржи,Индекс МосБиржи,2251.97,2273.59,2283.49,2244.52,36352162036.05,0.0,0.0,2.0,10973575269332.123,RUB,4872878799.5272,3,,2023-02-08,,IMOEX
SNDX,IMOEX,2023-02-09,Индекс МосБиржи,Индекс МосБиржи,2262.45,2258.97,2269.96,2241.02,36719582060.2,0.0,0.0,2.0,11024649435793.713,RUB,4872878799.5272,3,,2023-02-09,,IMOEX
SNDX,IMOEX,2023-02-10,Индекс МосБиржи,Индекс МосБиржи,2261.58,2253.51,2264.39,2249.62,20751973737.05,0.0,0.0,2.0,11020407599288.334,RUB,4872878799.5272,3,,2023-02-10,,IMOEX
SNDX,IMOEX,2023-02-13,Индекс МосБиржи,Индекс МосБиржи,2264.27,2262.65,2271.0,2261.37,18435819331.55,0.0,0.0,2.0,11033517487915.928,RUB,4872878799.5272,3,,2023-02-13,,IMOEX
SNDX,IMOEX,2023-02-14,Индекс МосБиржи,Индекс МосБиржи,2232.23,2256.59,2256.96,2225.94,31061645096.45,0.0,0.0,2.0,10877398728837.654,RUB,4872878799.5272,3,,2023-02-14,,IMOEX
SNDX,IMOEX,2023-02-15,Индекс МосБиржи,Индекс МосБиржи,2166.46,2216.69,2216.69,2164.7,42803893942.3,0.0,0.0,2.0,10556883576236.904,RUB,4872878799.5272,3,,2023-02-15,,IMOEX
SNDX,IMOEX,2023-02-16,Индекс МосБиржи,Индекс МосБиржи,2153.96,2169.39,2186.64,2150.17,33206834832.25,0.0,0.0,2.0,10495994556321.363,RUB,4872878799.5272,3,,2023-02-16,,IMOEX
SNDX,IMOEX,2023-02-17,Индекс МосБиржи,Индекс МосБиржи,2168.88,2157.5,2180.96,2147.31,23626925959.6,0.0,0.0,2.0,10568687698962.19,RUB,4872878799.5272,3,,2023-02-17,,IMOEX
SNDX,IMOEX,2023-02-20,Индекс МосБиржи,Индекс МосБиржи,2183.57,2172.53,2186.39,2140.78,30085172953.75,0.0,0.0,2.0,10640295300486.303,RUB,4872878799.5272,3,,2023-02-20,,IMOEX
SNDX,IMOEX,2023-02-21,Индекс МосБиржи,Индекс МосБиржи,2212.42,2184.6,2227.82,2184.51,49606379523.4,0.0,0.0,2.0,10780858074287.146,RUB,4872878799.5272,3,,2023-02-21,,IMOEX
SNDX,IMOEX,2023-02-22,Индекс МосБиржи,Индекс МосБиржи,2212.4,2215.43,2215.58,2194.99,20589616471.8,0.0,0.0,2.0,10780749742243.527,RUB,4872878799.5272,3,,2023-02-22,,IMOEX
SNDX,IMOEX,2023-02-24,Индекс МосБиржи,Индекс МосБиржи,2208.03,2209.1,2223.23,2202.25,18979268125.35,0.0,0.0,2.0,10759460032750.664,RUB,4872878799.5272,3,,2023-02-24,,IMOEX
SNDX,IMOEX,2023-02-27,Индекс МосБиржи,Индекс МосБиржи,2241.1,2194.39,2241.1,2188.95,36711171319.1,0.0,0.0,2.0,10920618826848.03,RUB,4872878799.5272,3,,2023-02-27,,IMOEX
SNDX,IMOEX,2023-02-28,Индекс МосБиржи,Индекс МосБиржи,2253.16,2246.26,2258.68,2239.59,37023209047.6,0.0,0.0,2.0,10979355635977.969,RUB,4872878799.5272,3,,2023-02-28,,IMOEX
SNDX,IMOEX,2023-03-01,Индекс МосБиржи,Индекс МосБиржи,2279.65,2258.89,2287.48,2255.45,40016502886.95,0.0,0.0,2.0,11108451128038.91,RUB,4872878799.5272,3,,2023-03-01,,IMOEX
SNDX,IMOEX,2023-03-02,Индекс МосБиржи,Индекс МосБиржи,2254.3,2284.87,2286.27,2235.43,50749873558.3,0.0,0.0,2.0,10984952404565.182,RUB,4872878799.5272,3,,2023-03-02,,IMOEX
SNDX,IMOEX,2023-03-03,Индекс МосБиржи,Индекс МосБиржи,2272.2,2250.12,2273.52,2249.81,26705003484.35,0.0,0.0,2.0,11072154215669.865,RUB,4872878799.5272,3,,2023-03-03,,IMOEX
SNDX,IMOEX,2023-03-06,Индекс МосБиржи,Индекс МосБиржи,2294.12,2286.2,2297.86,2283.4,33614803020.6,0.0,0.0,2.0,11178962340377.379,RUB,4872878799.5272,3,,2023-03-06,,IMOEX
SNDX,IMOEX,2023-03-07,Индекс МосБиржи,Индекс МосБиржи,2295.6,2294.32,2298.93,2281.46,24580193073.35,0.0,0.0,2.0,11186173839517.635,RUB,4872878799.5272,3,,2023-03-07,,IMOEX
SNDX,IMOEX,2023-03-09,Индекс МосБиржи,Индекс МосБиржи,2290.14,2295.03,2302.1,2278.95,28764398015.85,0.0,0.0,2.0,11159571490689.105,RUB,4872878799.5272,3,,2023-03-09,,IMOEX
SNDX,IMOEX,2023-03-10,Индекс МосБиржи,Индекс МосБиржи,2276.25,2272.61,2283.18,2266.33,28442547978.2,0.0,0.0,2.0,11091901803830.39,RUB,4872878799.5272,3,,2023-03-10,,IMOEX
SNDX,IMOEX,2023-03-13,Индекс МосБиржи,Индекс МосБиржи,2269.47,2279.13,2289.7,2250.14,40590100977.2,0.0,0.0,2.0,11058855621302.031,RUB,4872878799.5272,3,,2023-03-13,,IMOEX
SNDX,IMOEX,2023-03-14,Индекс МосБиржи,Индекс МосБиржи,2290.32,2266.78,2290.32,2261.65,37222691640.25,0.0,0.0,2.0,11160464327692.61,RUB,4872878799.5272,3,,2023-03-14,,IMOEX
SNDX,IMOEX,2023-03-15,Индекс МосБиржи,Индекс МосБиржи,2262.07,2287.16,2295.06,2257.0,40845107270.85,0.0,0.0,2.0,11022789915156.773,RUB,4872878799.5272,3,,2023-03-15,,IMOEX
SNDX,IMOEX,2023-03-16,Индекс МосБиржи,Индекс МосБиржи,2258.22,2262.61,2269.01,2236.77,35593046390.65,0.0,0.0,2.0,11004052137089.344,RUB,4872878799.5272,3,,2023-03-16,,IMOEX
SNDX,IMOEX,2023-03-17,Индекс МосБиржи,Индекс МосБиржи,2322.78,2284.78,2322.78,2275.48,108087768758.2,0.0,0.0,2.0,7935349693970.64,RUB,3416313660.2936,3,,2023-03-17,,IMOEX
SNDX,IMOEX,2023-03-20,Индекс МосБиржи,Индекс МосБиржи,2397.16,2337.83,2397.16,2332.8,84163284261.5,0.0,0.0,2.0,8189441143720.659,RUB,3416313660.2936,3,,2023-03-20,,IMOEX
SNDX,IMOEX,2023-03-21,Индекс МосБиржи,Индекс МосБиржи,2398.15,2417.43,2431.23,2383.08,74773280093.7,0.0,0.0,2.0,8192841415556.104,RUB,3416313660.2936,3,,2023-03-21,,IMOEX
SNDX,IMOEX,2023-03-22,Индекс МосБиржи,Индекс МосБиржи,2393.88,2387.81,2398.76,2374.46,34290916792.5,0.0,0.0,2.0,8178232878410.135,RUB,3416313660.2936,3,,2023-03-22,,IMOEX
SNDX,IMOEX,2023-03-23,Индекс МосБиржи,Индекс МосБиржи,2388.35,2386.7,2396.5,2379.88,23579664336.45,0.0,0.0,2.0,8159345333959.226,RUB,3416313660.2936,3,,2023-03-23,,IMOEX
SNDX,IMOEX,2023-03-24,Индекс МосБиржи,Индекс МосБиржи,2391.53,2386.53,2394.03,2384.29,20820009237.3,0.0,0.0,2.0,8170228025027.408,RUB,3416313660.2936,3,,2023-03-24,,IMOEX
SNDX,IMOEX,2023-03-27,Индекс МосБиржи,Индекс МосБиржи,2440.68,2400.84,2440.68,2400.84,47214135240.05,0.0,0.0,2.0,8338117608274.008,RUB,3416313660.2936,3,,2023-03-27,,IMOEX
SNDX,IMOEX,2023-03-28,Индекс МосБиржи,Индекс МосБиржи,2442.19,2453.26,2458.37,2421.39,41688810661.95,0.0,0.0,2.0,8343302896928.429,RUB,3416313660.2936,3,,2023-03-28,,IMOEX
SNDX,IMOEX,2023-03-29,Индекс МосБиржи,Индекс МосБиржи,2460.87,2449.96,2468.48,2437.52,45339433902.8,0.0,0.0,2.0,8407099977253.9375,RUB,3416313660.2936,3,,2023-03-29,,IMOEX
SNDX,IMOEX,2023-03-30,Индекс МосБиржи,Индекс МосБиржи,2465.93,2458.06,2467.97,2450.46,29588518563.9,0.0,0.0,2.0,8424380969518.016,RUB,3416313660.2936,3,,2023-03-30,,IMOEX
SNDX,IMOEX,2023-03-31,Индекс МосБиржи,Индекс МосБиржи,2450.67,2470.12,2472.53,2424.45,49152762590.45,0.0,0.0,2.0,8372244778665.914,RUB,3416313660.2936,3,,2023-03-31,,IMOEX
SNDX,IMOEX,2023-04-03,Индекс МосБиржи,Индекс МосБиржи,2473.32,2474.37,2482.54,2463.0,48168034560.8,0.0,0.0,2.0,8449627938621.639,RUB,3416313660.2936,3,,2023-04-03,,IMOEX
SNDX,IMOEX,2023-04-04,Индекс МосБиржи,Индекс МосБиржи,2480.45,2483.47,2511.49,2479.24,61460346597.1,0.0,0.0,2.0,8474001632745.146,RUB,3416313660.2936,3,,2023-04-04,,IMOEX
SNDX,IMOEX,2023-04-05,Индекс МосБиржи,Индекс МосБиржи,2500.8,2489.18,2500.8,2465.77,46265010869.7,0.0,0.0,2.0,8543521770824.511,RUB,3416313660.2936,3,,2023-04-05,,IMOEX
SNDX,IMOEX,2023-04-06,Индекс МосБиржи,Индекс МосБиржи,2498.3,2504.06,2521.81,2498.3,43371731593.55,0.0,0.0,2.0,8534971155098.495,RUB,3416313660.2936,3,,2023-04-06,,IMOEX
SNDX,IMOEX,2023-04-07,Индекс МосБиржи,Индекс МосБиржи,2508.39,2504.04,2511.95,2491.37,28962641538.35,0.0,0.0,2.0,8569461305478.541,RUB,3416313660.2936,3,,2023-04-07,,IMOEX
SNDX,IMOEX,2023-04-10,Индекс МосБиржи,Индекс МосБиржи,2547.35,2523.2,2548.41,2523.2,51000274967.7,0.0,0.0,2.0,8702556348712.406,RUB,3416313660.2936,3,,2023-04-10,,IMOEX
SNDX,IMOEX,2023-04-11,Индекс МосБиржи,Индекс МосБиржи,2533.69,2560.04,2577.51,2515.83,82411991848.0,0.0,0.0,2.0,8655864737269.311,RUB,3416313660.2936,3,,2023-04-11,,IMOEX
SNDX,IMOEX,2023-04-12,Индекс МосБиржи,Индекс МосБиржи,2538.47,2538.62,2554.77,2520.65,39292795917.3,0.0,0.0,2.0,8672197132884.994,RUB,3416313660.2936,3,,2023-04-12,,IMOEX
SNDX,IMOEX,2023-04-13,Индекс МосБиржи,Индекс МосБиржи,2544.28,2546.98,2557.58,2528.06,31298785613.0,0.0,0.0,2.0,8692051960940.603,RUB,3416313660.2936,3,,2023-04-13,,IMOEX
SNDX,IMOEX,2023-04-14,Индекс МосБиржи,Индекс МосБиржи,2554.85,2546.93,2554.85,2532.39,33758690384.55,0.0,0.0,2.0,8728164435667.444,RUB,3416313660.2936,3,,2023-04-14,,IMOEX
SNDX,IMOEX,2023-04-17,Индекс МосБиржи,Индекс МосБиржи,2596.11,2572.54,2596.45,2572.54,48786704257.95,0.0,0.0,2.0,8869127748679.992,RUB,3416313660.2936,3,,2023-04-17,,IMOEX
SNDX,IMOEX,2023-04-18,Индекс МосБиржи,Индекс МосБиржи,2615.62,2601.34,2615.62,2586.05,55299787219.85,0.0,0.0,2.0,8935788810793.18,RUB,3416313660.2936,3,,2023-04-18,,IMOEX
SNDX,IMOEX,2023-04-19,Индекс МосБиржи,Индекс МосБиржи,2606.55,2617.91,2629.01,2584.96,75124691893.3,0.0,0.0,2.0,8904802337912.73,RUB,3416313660.2936,3,,2023-04-19,,IMOEX
SNDX,IMOEX,2023-04-20,Индекс МосБиржи,Индекс МосБиржи,2637.85,2600.71,2640.78,2565.61,75946446478.25,0.0,0.0,2.0,9011733043074.742,RUB,3416313660.2936,3,,2023-04-20,,IMOEX
SNDX,IMOEX,2023-04-21,Индекс МосБиржи,Индекс МосБиржи,2639.95,2640.99,2648.21,2626.94,57200329084.4,0.0,0.0,2.0,9018902140440.143,RUB,3416313660.2936,3,,2023-04-21,,IMOEX
SNDX,IMOEX,2023-04-24,Индекс МосБиржи,Индекс МосБиржи,2635.43,2636.76,2651.8,2609.4,39712592822.4,0.0,0.0,2.0,9003442698911.377,RUB,3416313660.2936,3,,2023-04-24,,IMOEX
SNDX,IMOEX,2023-04-25,Индекс МосБиржи,Индекс МосБиржи,2626.86,2639.67,2642.12,2619.67,32157208711.0,0.0,0.0,2.0,8974193352924.018,RUB,3416313660.2936,3,,2023-04-25,,IMOEX
SNDX,IMOEX,2023-04-26,Индекс МосБиржи,Индекс МосБиржи,2620.33,2625.62,2631.13,2614.98,31901400374.2,0.0,0.0,2.0,8951881915601.342,RUB,3416313660.2936,3,,2023-04-26,,IMOEX
SNDX,IMOEX,2023-04-27,Индекс МосБиржи,Индекс МосБиржи,2646.18,2620.65,2646.18,2617.04,58564323144.4,0.0,0.0,2.0,9040168917242.803,RUB,3416313660.2936,3,,2023-04-27,,IMOEX
SNDX,IMOEX,2023-04-28,Индекс МосБиржи,Индекс МосБиржи,2634.94,2653.93,2657.9,2608.02,51130716753.3,0.0,0.0,2.0,9001797276234.36,RUB,3416313660.2936,3,,2023-04-28,,IMOEX
SNDX,IMOEX,2023-05-02,Индекс МосБиржи,Индекс МосБиржи,2580.51,2623.29,2635.53,2560.09,63970845685.6,0.0,0.0,2.0,8815844494102.053,RUB,3416313660.2936,3,,2023-05-02,,IMOEX
SNDX,IMOEX,2023-05-03,Индекс МосБиржи,Индекс МосБиржи,2532.42,2585.4,2586.17,2532.42,54409373737.95,0.0,0.0,2.0,8651535406895.707,RUB,3416313660.2936,3,,2023-05-03,,IMOEX
SNDX,IMOEX,2023-05-04,Индекс МосБиржи,Индекс МосБиржи,2524.51,2524.97,2547.2,2524.36,38680596602.8,0.0,0.0,2.0,8624513934872.599,RUB,3416313660.2936,3,,2023-05-04,,IMOEX
SNDX,IMOEX,2023-05-05,Индекс МосБиржи,Индекс МосБиржи,2538.24,2544.47,2555.39,2529.08,35453025873.55,0.0,0.0,2.0,8671416417383.243,RUB,3416313660.2936,3,,2023-05-05,,IMOEX
SNDX,IMOEX,2023-05-08,Индекс МосБиржи,Индекс МосБиржи,2527.59,2528.74,2538.23,2513.84,20351667294.1,0.0,0.0,2.0,8635050018100.714,RUB,3416313660.2936,3,,2023-05-08,,IMOEX
SNDX,IMOEX,2023-05-10,Индекс МосБиржи,Индекс МосБиржи,2548.63,2483.92,2556.67,2483.79,70959379219.55,0.0,0.0,2.0,8706903653594.126,RUB,3416313660.2936,3,,2023-05-10,,IMOEX
SNDX,IMOEX,2023-05-11,Индекс МосБиржи,Индекс МосБиржи,2595.12,2573.41,2610.8,2567.98,74640203057.4,0.0,0.0,2.0,8865744021694.139,RUB,3416313660.2936,3,,2023-05-11,,IMOEX
SNDX,IMOEX,2023-05-12,Индекс МосБиржи,Индекс МосБиржи,2565.17,2570.65,2584.91,2552.05,37663735250.9,0.0,0.0,2.0,8763415222831.624,RUB,3416313660.2936,3,,2023-05-12,,IMOEX
